"Cyclic multiple-valued filing schemes for higher-order queries
","Val Donaldson;Lois Wright Hawkes
","Florida State Univ., Tallahassee;Florida State Univ., Tallahassee
","1984
","Information Sciences: an International Journal
"
"Semantic-syntax-directed translation and its application to image processing
","Q Y. Shi
","Peking Univ., Beijing, China
","1984
","Information Sciences: an International Journal
"
"Increasing robustness in global adaptive quadrature through interval selection heuristics
","Henry D. Shapiro
","University of New Mexico
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"The computation and communication complexity of a parallel banded system solver
","D H. Lawrie;A H. Sameh
","University of Illinois at Urbana-Champaign;University of Illinois at Urbana-Champaign
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"Two tapes are better than one for nondeterministic machines
","Pavol Duris;Zvi Galil
","Slovak Academy of Science, Bratislava, Czechoslovakia;Tel-Aviv University, Tel-Aviv, Israel
","1984
","SIAM Journal on Computing
"
"Computation of matrix chain products. Part II
","T C. Hu;M T. Shing
","Univ. of California at San Diego, La Jolla;Univ. of California at San Diego, La Jolla
","1984
","SIAM Journal on Computing
"
"Parallel solution of certain toeplitz linear systems
","Dario Bini
","Universita di Pisa, Pisa, Italy
","1984
","SIAM Journal on Computing
"
"Self-organizing heuristics for implicit data structures
","Greg N. Frederickson
","The Pennsylvania State Univ., University Park
","1984
","SIAM Journal on Computing
"
"Verification of probabilistic programs
","Micha Sharir;Amir Pnueli;Sergiu Harts
","Tel Aviv Univ., Tel Aviv, Israel;Weizmann Institute of Science, Rehovot, Israel;Tel Aviv Univ., Tel Aviv, Israel
","1984
","SIAM Journal on Computing
"
"Constrained optimum communication trees and sensitivity analysis
","Sunita Agarwal;A K. Mittal;P Sharma
","Moti Lal Nehru Regional Engineering College, Allahabad, India;Indian Institute of Technology, Kanpur, India;Indian Institute of Technology, Kanpur, India
","1984
","SIAM Journal on Computing
"
"Immunity, relativizations, and nondeterminism
","Uwe Schoning;Ronald V. Book
","Universitat Stuttgart, Stuttgart, West Germany;Univ. of California, Santa Barbara
","1984
","SIAM Journal on Computing
"
"Fast algorithms for finding nearest common ancestors
","Dov Harel;Robert Endre Tarjan
","Univ. of New Hampshire, Durham;Bell Laboratories, Murray Hill, NJ
","1984
","SIAM Journal on Computing
"
"Recursive programs as definitions in first order logic
","Robert Cartwright
","Rice Univ., Houston, TX
","1984
","SIAM Journal on Computing
"
"Differentiation in PASCAL-SC: type GRADIENT
","L B. Rall
","University of Wisconsin at Madison
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"A weakest precondition semantics for communicating processes
","Tzilla Elrad;Nissim Francez
","Illinois Institute of Technology, Chicago;T. J. Watson Research Center, Yorktown Heights, NY
","1984
","Theoretical Computer Science
"
"Reduction graphs in the lambda calculus
","Marisa Venturini Zilli
","IAC, Roma, Italy
","1984
","Theoretical Computer Science
"
"Remarks on an example of jantzen
","D. H. Potts
","California State Univ., Northridge and Univ. of California at Santa Barbara, Santa Barbara
","1984
","Theoretical Computer Science
"
"The Ehrenfeucht conjecture: a compactness claim for finitely generated free monoids
","Juhani Karhumaki
","Univ. of Turku, Turku, Finland
","1984
","Theoretical Computer Science
"
"Optimal quadratures in H(sub)p spaces
","K. Sikorski;F. Stenger
","Columbia Univ., New York, NY;Univ. of Utah, Salt Lake City
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"Algorithm 614: a FORTRAN subroutine for numerical integration in H(sub)p
","K. Sikorski;F. Stenger;J. Schwing
","Columbia Univ., New York, NY;Univ. of Utah, Salt Lake City;Old Dominion Univ., Norfolk, VA
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"On solving almost block diagonal (staircase) linear systems
","J. K. Reid;A. Jennings
","AERE Harwell Laboratory, Oxon, UK;Queen's Univ., Belfast, Northern Ireland
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"Fault-tolerant broadcasts
","Fred B. Schneider;David Gries;Richard D. Schlichting
","Cornell Univ., Ithaca, NY;Cornell Univ., Ithaca, NY;Univ. of Arizona, Tucson
","1984
","Science of Computer Programming
"
"Structuring transformational developments: a case study based on Earley's recognizer
","H Partsch
","Technische Universitat Munchen, Munchen, Fed. Rep. Germany
","1984
","Science of Computer Programming
"
"The Mathematical construction of a program
","J R. Abrial
","-
","1984
","Science of Computer Programming
"
"Cryptanalysis of a Maclaren-Marsaglia system
","Charles T. Retter
","-
","1984
","Cryptologia
"
"MODELLER: computer-assisted modelling of continuous systems
","Paul A. Luker
","Univ. of Bradford, West Yorkshire, UK
","1984
","Simulation
"
"DPS - a digital simulation language for the process industries
","R K. Wood;R K.M Thambynayagam;R G. Noble;D J. Sebastian
","Univ. of Alberta, Edmonton, Alta., Canada;CADCentre Ltd., Cambridge, UK;CADCentre Ltd., Cambridge, UK;CADCentre Ltd., Cambridge, UK
","1984
","Simulation
"
"EDP administration and control
","William E. Perry
","Quality Assurance Institute, Orlando, FL
","1984
","EDP administration and control
"
"The multibus design guidebook: structures, architectures, and applications
","James B. Johnson;Steve Kassel
","Intel Corp., Santa Clara, CA;Intel Corp., Santa Clara, CA
","1984
","The multibus design guidebook: structures, architectures, and applications
"
"Digital system design and microprocessors
","John P. Hayes
","Univ. of Michigan, Ann Arbor
","1984
","Digital system design and microprocessors
"
"Hypernetworks as tools for modelling multiport systems
","M Gattinger;G Wenzel
","Universitat Erlangen-Nurnberg, Erlangen, West Germany;Universitat Erlangen-Nurnberg, Erlangen, West Germany
","1984
","Journal of the Franklin Institute
"
"Synchronous debugging of real-time microprocessor-based control systems
","Henry G. Pajak
","Xerox Corp., Rochester, NY
","1984
","Simulation
"
"Digital simulation of guidance and control system of an advanced supersonic fighter
","Ching-Fang Lin;Khai-Li Hsu
","Univ. of Wisconsin-Madison, Madison;Univ. of Wisconsin-Madison, Madison
","1984
","Simulation
"
"A heuristic search algorithm with modifiable estimate
","Laszlo Mero
","Hungarian Academy of Sciences, Budapest, Hungary
","1984
","Artificial Intelligence
"
"General branch and bound, and its relation to A* and AO*
","Dana S. Nau;Vipin Kumar;Laveen Kanal
","Univ. of Maryland, College Park;Univ. of Maryland, College Park;Univ. of Maryland, College Park
","1984
","Artificial Intelligence
"
"An algebraic approach to shape-from-image problems
","Kokichi Sugihara
","Nagoya Univ., Nagoya, Japan
","1984
","Artificial Intelligence
"
"Using chunking to solve chess pawn endgames
","Hans Berliner;Murray Campbell
","Carnegie-Mellon Univ., Pittsburgh, PA;Carnegie-Mellon Univ., Pittsburgh, PA
","1984
","Artificial Intelligence
"
"Literate programming
","Donald E. Knuth
","Stanford Univ., Stanford, CA
","1984
","The Computer Journal
"
"The rainbow workstation
","A J. Wilkes;D W. Singer;J J. Gibbons;T R. King;P Robinson;N E. Wiseman
","-;-;-;-;-;Univ. of Cambridge, Cambridge, UK
","1984
","The Computer Journal
"
"The implementation of abstract objects in a capability based addressing architecture
","P Corsini;G Frosini;L Lopriore
","Universita di Pisa, Pisa, Italy;Universita di Pisa, Pisa, Italy;Nazionale delle Ricerche, Pisa, Italy
","1984
","The Computer Journal
"
"A lumped-state model of clustering in dynamic storage allocation
","C M. Reeves
","The Univ. of Keele, Staffs, UK
","1984
","The Computer Journal
"
"A dynamic file organization model
","R H. Davis;P Coumpas
","Heriot-Watt Univ., Edinburgh, UK;Heriot-Watt Univ., Edinburgh, UK
","1984
","The Computer Journal
"
"Backtrack programming with SIMULA
","Keld Helsgaun
","Roskilde University Center, Roskilde, Denmark
","1984
","The Computer Journal
"
"A problem with algebra systems - revisited
","D Barton
","Florida International Univ., Miami, FL
","1984
","The Computer Journal
"
"The performance of algorithms for colouring planar graphs
","M H. Williams;K T. Milne
","Heriot-Watt Univ., Edinburgh, UK;Heriot-Watt Univ., Edinburgh, UK
","1984
","The Computer Journal
"
"The Cyclic towers of Hanoi: a representation approach
","M C. Er
","Univ. of Wollongong, Wollongong, NSW, Australia
","1984
","The Computer Journal
"
"On two problems reducible to topological sorting
","Alan D. Kalvin;Yaakov L. Varol
","-;Southern Illinois Univ., Carbondale, IL
","1984
","The Computer Journal
"
"An O(n) algorithm for the linear multiple choice knapsack problem and related problems
","Eitan Zemel
","Northwestern Univ., Evanston, IL
","1984
","Information Processing Letters
"
"Experiments with a fast string searching algorithm
","Peter Moller-Nielsen;Jorgen Staunstrup
","Aarhus Univ., Aarhus C, Denmark;Aarhus Univ., Aarhus C, Denmark
","1984
","Information Processing Letters
"
"A technique for developing loop invariants
","John H. Remmers
","Eastern Michigan Univ., Ypsilanti, MI
","1984
","Information Processing Letters
"
"A fast VLSI conversion between binary and residue systems
","G Alia;F Barsi;E Martinelli
","-;-;Consiglio Nazionale delle Ricerche, Pisa, Italy
","1984
","Information Processing Letters
"
"On computing the determinant in small parallel time using a small number of processors
","Stuart J. Berkowitz
","Univ. of Toronto, Toronto, Canada
","1984
","Information Processing Letters
"
"Pattern matching machine implementation of a fast test for unique decipherability
","A Apostolico;R Giancarlo
","Rensselaer Polytechnic Institute, Troy, NY;University of Salerno, Salerno, Italy
","1984
","Information Processing Letters
"
"Algorithms for adaptive Huffman codes
","Gordon V. Cormack;R Nigel Horspool
","-;McGill Univ., Montreal, Quebec, Canada
","1984
","Information Processing Letters
"
"Algebraic approach to p-adic conversion of rational numbers
","Alfonso Miola
","Istituto di Analisi dei Sistemi ed Informatica del CNR, Roma, Italy
","1984
","Information Processing Letters
"
"ARIADNE: a knowledge-based interactive system for planning and decision support
","Andrew P. Sage;Chelsea C. White, III
","-;-
","1984
","IEEE Transactions on Systems, Man and Cybernetics
"
"Effectiveness analysis of C (super)3 systems
","Vincent Bouthonnier;Alexander H. Levis
","-;-
","1984
","IEEE Transactions on Systems, Man and Cybernetics
"
"A fuzzy rule-based model of human problem solving
","Ruston M. Hunt;William B. Rouse
","-;-
","1984
","IEEE Transactions on Systems, Man and Cybernetics
"
"Human-oriented information acquisition in sequential pattern classification: part 1--single membership classification
","Moshe Ben-Bassat;Dov Teeni
","-;-
","1984
","IEEE Transactions on Systems, Man and Cybernetics
"
"A mathematical model of fish behavior in a water tank
","Nobuo Sannomiya;Ko Matuda
","-;-
","1984
","IEEE Transactions on Systems, Man and Cybernetics
"
"Computers information and manufacturing systems
","David Rhodes;Michael Wright;Michael Jarrett
","Univ. of Nottingham, Nottingham, UK;Univ. of Nottingham, Nottingham, UK;Univ. of Nottingham, Nottingham, UK
","1984
","Computers information and manufacturing systems
"
"Distributed data processing: technology and critical issues
","M P. Mariani
","TRW - Defense Systems Group, Redondo Beach, CA
","1984
","Distributed data processing: technology and critical issues
"
"Large sparse numerical optimization
","Thomas F. Coleman
","Cornell Univ., Ithaca, NY
","1984
","Large sparse numerical optimization
"
"Channel selection and effective communication for managerial decision making
","Eileen M. Trauth;Stephen K Kwan;Susanna Barber
","Boston Univ., Boston, MA;Boston Univ., Boston, MA;Emerson College, Boston, MA
","1984
","ACM Transactions on Information Systems (TOIS)
"
"The dimensions of accessibility to online information: implications for implementing office information systems
","Mary J. Culnan
","University of California
","1984
","ACM Transactions on Information Systems (TOIS)
"
"The well-trained computer: designing systematic instructional materials for theclassroom microcomputer
","Mynga K. Futrell;Paul Geisert
","Univ. of Wisconsin, Oshkosh;Univ. of Wisconsin, Oshkosh
","1984
","The well-trained computer: designing systematic instructional materials for theclassroom microcomputer
"
"Heuristics: intelligent search strategies for computer problem solving
","Judea Pearl
","University of California, Los Angeles, CA
","1984
","Heuristics: intelligent search strategies for computer problem solving
"
"The AI business: commercial uses of artificial intelligence
","Patrick H. Winston;Karen A. Prendergast
","-;-
","1984
","The AI business: commercial uses of artificial intelligence
"
"Prelude to programming: problem solving and algorithms
","William Mitchell
","University of Evansville
","1984
","Prelude to programming: problem solving and algorithms
"
"A simple separate compilation mechanism for block-structured languages
","Richard J. Le Blanc;Charles N. Fischer
","-;-
","1984
","IEEE Transactions on Software Engineering
"
"Implementing language support in high-level languages
","Martin S. McKendry;Roy H. Campbell
","-;-
","1984
","IEEE Transactions on Software Engineering
"
"Multiaccess in a nonqueueing mailbox environment
","Michael J. Ferguson
","-
","1984
","IEEE Transactions on Software Engineering
"
"Dataflow resource managers and their synthesis from open path expressions
","Arthur E. Oldehoeft;Steven F. Jennings
","-;-
","1984
","IEEE Transactions on Software Engineering
"
"Resilient distributed computing
","Liba Svobodova
","-
","1984
","IEEE Transactions on Software Engineering
"
"Intervention schedules for real-time programming
","Curtis Abbott
","-
","1984
","IEEE Transactions on Software Engineering
"
"A heuristic for deriving loop functions
","Douglas D. Dunlop;Victor R. Basili
","-;-
","1984
","IEEE Transactions on Software Engineering
"
"Safe data type specifications
","N C.K Phillips
","-
","1984
","IEEE Transactions on Software Engineering
"
"Prototyping versus specifying: a multiproject experiment
","Barry W. Boehm;Terence E. Gray;Thomas Seewaldt
","-;-;-
","1984
","IEEE Transactions on Software Engineering
"
"A relational representation of an abstract type system
","Daniel L. Weller;Bryant W. York
","-;-
","1984
","IEEE Transactions on Software Engineering
"
"A unifying approach to the design of a secure database operating system
","David L. Spooner;Ehud Gudes
","-;-
","1984
","IEEE Transactions on Software Engineering
"
"A note on denial-of-service in operating systems
","Virgil D. Gligor
","-
","1984
","IEEE Transactions on Software Engineering
"
"Holophrasted displays in an interactive environment
","Scott R. Smith;David T. Barnard;Ian A. Macleod
","Queen's Univ., Ontario, Canada;Queen's Univ., Ontario, Canada;Queen's Univ., Ontario, Canada
","1984
","International Journal of Man-Machine Studies
"
"An investigation of the utility of flowcharts during computer program debugging
","D J. Gilmore;H T. Smith
","The Univ. of Sheffield, UK;Univ. of Nottingham, Nottingham, UK
","1984
","International Journal of Man-Machine Studies
"
"Natural artificial languages: low level processes
","Gary Perlman
","Univ. of California, San Diego, La Jolla, CA
","1984
","International Journal of Man-Machine Studies
"
"Optimal orientations of cells in slicing floorplan designs
","Larry Stockmeyer
","IBM Research Laboratory, San Jose, CA
","1984
","Information and Control
"
"Connections between two theories of concurrency: metric spaces and synchronization trees
","William G. Golson;William C. Rounds
","University of Michigan, Ann Arbor, MI;University of Michigan, Ann Arbor, MI
","1984
","Information and Control
"
"Loops in combinator-based compilers
","Mitchell Wand
","Indiana Univ., Bloomington
","1984
","Information and Control
"
"On the strength of ""sometimes"" and ""always"" in program verification
","L Csirmaz
","Hungarian Academy of Sciences, Budapest, Hungary
","1984
","Information and Control
"
"Some applications of a theorem of Shirshov to language theory
","Antonio Restivo;Christophe Reutenauer
","Universita di Palermo, Palermo, Italy;CNRS, Paris, France
","1984
","Information and Control
"
"A Directly Executable Encoding for APL
","Richard F. Hobson
","Simon Fraser University
","1984
","ACM Transactions on Programming Languages and Systems (TOPLAS)
"
"Construction of data processing software
","John Elder
","Queen's University of Belfast, Northern Ireland
","1984
","Construction of data processing software
"
"Using message passing for distributed programming: proof rules and disciplines
","Richard D. Schlichting;Fred B. Schneider
","University of Arizona;Cornell University, Ithaca, NY
","1984
","ACM Transactions on Programming Languages and Systems (TOPLAS)
"
"Modeling the distributed termination convention of CSP
","Krzysztof R. Apt;Nissim Francez
","Universite Paris 7;Technion-Israel Institute of Technology
","1984
","ACM Transactions on Programming Languages and Systems (TOPLAS)
"
"Distributed algorithms for finding centers and medians in networks
","E Korach;D Rotem;N Santoro
","IBM Israel;University of Waterloo;Carleton University
","1984
","ACM Transactions on Programming Languages and Systems (TOPLAS)
"
"Translation of attribute grammars into procedures
","Takuya Katayama
","Tokyo Institute of Technology, Tokyo, Japan
","1984
","ACM Transactions on Programming Languages and Systems (TOPLAS)
"
"Algorithms for on-the-fly garbage collection
","Mordechai Ben-Ari
","Tel Aviv University
","1984
","ACM Transactions on Programming Languages and Systems (TOPLAS)
"
"validating database updates
","Isamu Kobayashi
","SANNO Institute of Business Admin., Kanagawa, Japan
","1984
","Information Systems
"
"Performance of videbas in an operational environment
","H M. Blanken
","Twente University of Technology, Enschede, The Netherlands
","1984
","Information Systems
"
"Lipski's approach to incomplete information data bases restated and generalized in the setting of Zadeh's possibility theory
","Henri Prade
","Univ. Paul Sabatier, Cedex, France
","1984
","Information Systems
"
"Towards multi-level and modular conceptual schema specifications
","Ulrich Schiel;Antonio L. Furtado;Erich J. Neuhold;Marco A. Casanova
","Universidade Federal da Paraiba, Campina Grande, Brazil;Universidade Catolica, Rio de Janeiro, Brazil;Universitat Stuttgart, Stuttgart, West Germany;IBM do Brasil, Brasilia, Brazil
","1984
","Information Systems
"
"A storage structure definition language for CODASYL databases
","M. Negri;R. Zicari
","Politecnico di Milano, Milan, Italy;Politecnico di Milano, Milan, Italy
","1984
","Information Systems
"
"Data management support for database management
","Rudolf Bayer;Peter Schlichtiger
","Technischen Universitat, Munchen, Fed. Rep. Germany;SIEMENS AG, Data Systems Group, Munchen, Fed. Rep. Germany
","1984
","Acta Informatica
"
"LALR(1, 1) parser generation for regular right part grammars
","N P. Chapman
","Univ. of St. Andrews, Fife, Scotland
","1984
","Acta Informatica
"
"Optimal multiway search trees for variable size keys
","Jayme Luiz Szwarcfiter
","Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brasil
","1984
","Acta Informatica
"
"Axiomatising finite delay operators
","Matthew Hennessy
","Univ. of Edinburgh, Edinburgh, UK
","1984
","Acta Informatica
"
"Maintaining order in a generalized linked list
","Athanasios K. Tsakalidis
","Univ. des Saarlandes, Saarbru¨cken, West Germany
","1984
","Acta Informatica
"
"Generalized binary split trees
","Shou-Hsuan Stephen Huang;C K. Wong
","Univ. of Houston, Houston, TX;IBM T.J. Watson Research Center, Yorktown Heights, NY
","1984
","Acta Informatica
"
"LISPcraft
","Robert Wilensky
","Univ. of California, Berkeley
","1984
","LISPcraft
"
"Transborder data flows: importance, impact, policies
","Karl P. Sauvant
","-
","1984
","Information Services and Use
"
"An evaluation of the UNIVAC 1100/82 text editor as an alternative word processorfor generating a newspaper index
","Michael Knee
","State Univ. of New York at Albany, Albany
","1984
","Information Services and Use
"
"Optimizing convenient online access to bibliographic databases
","Cyril Cleverdon
","-
","1984
","Information Services and Use
"
"Systems, Objectives, Solutions
","Henry C. Lucas, Jr.
","New York Univ., New York, NY
","1984
","Systems, Objectives, Solutions
"
"Building effective multiple criteria decision models: a decision support systemapproach
","Tung Bui
","New York Univ., New York, NY
","1984
","Systems, Objectives, Solutions
"
"Factors common to the successful implementation of twelve decision support systems and how they differ from three failures
","Andrew M. McCosh
","Manchester Business School, Manchester, UK
","1984
","Systems, Objectives, Solutions
"
"MIS/DSS success measure
","G Larry Sanders
","State University of New York at Buffalo, Buffalo
","1984
","Systems, Objectives, Solutions
"
"Handbook of software engineering
","C R. Vick;C V. Ramamoorthy
","Auburn Univ., Auburn, AL;Univ. of California at Berkeley, Berkeley
","1984
","Handbook of software engineering
"
"Operating systems principles (2nd ed.)
","Stanley A. Kurzban;Thomas S. Heines;Anthony P. Sayers
","IBM, Poughkeepsie, NY;-;-
","1984
","Operating systems principles (2nd ed.)
"
"The coming computer industry shakeout: winners, losers, and survivors
","Stephen T. McClellan
","Salomon Brothers and Wall Street's Computer Industry Analysts Group, New York, NY
","1984
","The coming computer industry shakeout: winners, losers, and survivors
"
"Abstract algebra: a computational approach
","Charles C. Sims
","Rutgers Univ., Rutgers, NJ
","1984
","Abstract algebra: a computational approach
"
"Coordinated computing: tools and techniques for distributed software
","Robert E. Filman;Daniel P. Friedman
","Hewlett-Packard Laboratories and Indiana Univ., Bloomington, IN;Indiana Univ., Bloomington, IN
","1984
","Coordinated computing: tools and techniques for distributed software
"
"Real-time clinical computing
","Ian R. Perry
","-
","1984
","Real-time clinical computing
"
"Proc. of the third international conference on Entity-relationship approach to software engineering
","Carl G. Davis;Sushil Jajodia;Peter Ann-Beng Ng;Raymond T. Yeh
","Ballistic Missile Defense Advanced Technology Center, Huntsville, AL;Univ. of Missouri-Columbia, Columbia;Univ. of Missouri-Columbia, Columbia;Univ. of Maryland, College Park
","1983
","Proc. of the third international conference on Entity-relationship approach to software engineering
"
"Proc. of the second international conference on Entity-relationship approach to information modeling and analysis
","Peter P. Chen
","Univ. of California, Los Angeles
","1983
","Proc. of the second international conference on Entity-relationship approach to information modeling and analysis
"
"Fire in the valley: the making of the personal computer
","Paul Freiberger;Michael Swaine
","-;-
","1984
","Fire in the valley: the making of the personal computer
"
"Some performance tests of convex hull algorithms
","D C. S. Allison;M T. Noga
","Virginia Polytechnic Institute and State Univ., Blacksburg, VA;Virginia Polytechnic Institute and State Univ., Blacksburg, VA
","1984
","BIT
"
"Improving worst-case behavior of heaps
","Svante Carlsson
","Lund Univ., Lund, Sweden
","1984
","BIT
"
"Estimating the length of minimal spanning trees in compression of files
","J Ernvall;O Nevalainen
","Univ. of Jyvaskyla, Jyvaskyla, Finland;Univ. of Turku, Turku, Finland
","1984
","BIT
"
"Loop-free algorithms for traversing binary trees
","T I. Fenner;G Loizou
","Univ. of London, London, UK;Univ. of London, London, UK
","1984
","BIT
"
"On the complexity of partitioning sparse matrix representations
","J P. Malmquist;E L. Robertson
","Bureau of the Budget, Reykjavik, Iceland;Indiana Univ., Bloomington, IN
","1984
","BIT
"
"A formal methodology using attributed grammars for multiprocessing-system software development. I. Design representation; II. Validation
","P M. Lu;S S. Yau;W Hong
","Bell Telephone Laboratories, Holmdel, NJ;Northwestern Univ., Evanston, IL;Northwestern Univ., Evanston, IL
","1983
","Information Sciences: an International Journal
"
"A formal methodology using attributed grammars for multiprocessing-system software development. I. design representation
","P M. Lu;S S. Yau;W Hong
","Bell Telephone Laboratories, Holmdel, NJ;Northwestern Univ., Evanston, IL;Northwestern Univ., Evanston, IL
","1983
","Information Sciences: an International Journal
"
"Fast compact prime number sieves (among others)
","Paul Pritchard
","Cornell Univ., Ithaca, NY
","1984
","Journal of Algorithms
"
"Structure, logic, and program design
","Alan Cohen
","Computer Consultant, London, UK
","1984
","Structure, logic, and program design
"
"Graphs and algorithms
","Michel Gondran;Michel Minoux;Steven Vajda
","Electricite de France, France;Centre National d'Etudes des Telecommunications, France;Univ. of Sussex, Sussex, UK
","1984
","Graphs and algorithms
"
"Human factors in computer systems
","John C. Thomas;Michael L. Schneider
","IBM T.J. Watson Research Center, Yorktown Heights, NY;ITT Advanced Technology Center
","1984
","Human factors in computer systems
"
"Heuristics for designing enjoyable user interfaces: lessons from computer games
","Thomas W. Malone
","-
","1984
","Human factors in computer systems
"
"Learning to use a word processor: by doing, by thinking, and by knowing
","John M. Carroll;Robert L. Mack
","-;-
","1984
","Human factors in computer systems
"
"Stochastic modeling of individual resource consumption during the programming phase of software development
","Daniel G. McNicholl;Kenneth Magel
","-;-
","1984
","Human factors in computer systems
"
"An empirical investigation of the tacit plan knowledge in programming
","Kate Ehrlich;Elliot Soloway
","-;-
","1984
","Human factors in computer systems
"
"An empirical evaluation of software documentation formats
","Sylvia B. Sheppard;John W. Bailey;Elizabeth Kruesi Bailey
","-;-;-
","1984
","Human factors in computer systems
"
"A Multilevel menu-driven user interface: Design and evaluation through simulation
","Ricky E. Savage;James K. Habinek
","-;-
","1984
","Human factors in computer systems
"
"Statistical semantics: analysis of the potential performance of keyword information systems
","G W. Furnas;T K. Landauer;L M. Gomez;S T. Dumais
","-;-;-;-
","1984
","Human factors in computer systems
"
"A Formal Method for the Abstract Specification of Software
","John McLean
","Naval Research Laboratory, Washington, D C
","1984
","Journal of the ACM (JACM)
"
"On the Optimal Solution of Large Linear Systems
","J. F. Traub;H. Woźniakowski
","Columbia University, New York, New York;Umversity of Warsaw, Warsaw, Poland, and Columbta University, New York, New York
","1984
","Journal of the ACM (JACM)
"
"The Format Model: A Theory of database Organization
","Richard Hull;Chee K. Yap
","University of Southern California, Los Angeles, California;University of Southern California, Los Angeles, California
","1984
","Journal of the ACM (JACM)
"
"A Theory of Communicating Sequential Processes
","S. D. Brookes;C. A. R. Hoare;A. W. Roscoe
","Carnegie-Mellon Umversity, Pittsburgh, Pennsylvania;Oxford Umversity Programmmg Research Group, Oxford, England;Oxford Umversity Programmmg Research Group, Oxford, England
","1984
","Journal of the ACM (JACM)
"
"Highly available systems for database applications
","Won Kim
","IBM Research Laboratory, San Jose, CA
","1984
","ACM Computing Surveys (CSUR)
"
"Multiple-access protocols and time-constrained communication
","James F. Kurose;Mischa Schwartz;Yechiam Yemini
","Columbia Univ., New York, NY;Columbia Univ., New York, NY;Columbia Univ., New York, NY
","1984
","ACM Computing Surveys (CSUR)
"
"Local networks
","William Stallings
","Honeywell Information Systems, Inc., McLean, VA
","1984
","ACM Computing Surveys (CSUR)
"
"Generating language-based environments
","Thomas W. Reps
","-
","1984
","Generating language-based environments
"
"Computers and penal legislation: a study of the legal politics of a new technology
","Stein Schjolberg
","Oslo politikammer, Oslo, Norway
","1984
","Computers and penal legislation: a study of the legal politics of a new technology
"
"Sources and development of mathematical software
","Wayne R. Cowell
","Argonne National Laboratory, Argonne, IL
","1984
","Sources and development of mathematical software
"
"Faster methods for random sampling
","Jeffrey Scott Vitter
","Brown Univ., Providence, RI
","1984
","Communications of the ACM
"
"Portability and style in ADA
","John Nissen;Peter Wallis
","GEC Telecommunications Ltd, Coventry, UK;Univ. of Bath, Bath, UK
","1984
","Portability and style in ADA
"
"Minimizing access pointers into trees and arrays
","Michael C. Loui
","Univ. of Illinois, Urbana
","1984
","Journal of Computer and System Sciences
"
"New trie data structures which support very fast search operations
","Dan E. Willard
","Bell Laboratories, Holmdel, NJ
","1984
","Journal of Computer and System Sciences
"
"The complexity of monadic recursion schemes: exponential time bounds
","H B. Hunt, III;D J. Rosenkrantz
","State Univ. of New York at Albany, Albany, NY;State Univ. of New York at Albany, Albany, NY
","1984
","Journal of Computer and System Sciences
"
"One-layer routing without component constraints
","Errol L. Lloyd;S S. Ravi
","Univ. of Pittsburgh, Pittsburgh, PA;Univ. of Pittsburgh, Pittsburgh, PA
","1984
","Journal of Computer and System Sciences
"
"Advent of electronic digital computing
","John Vincent Atanasoff
","-
","1984
","IEEE Annals of the History of Computing
"
"The discovery of linear programming
","Robert Dorfman
","-
","1984
","IEEE Annals of the History of Computing
"
"History of mathematical programming systems
","William Orchard-Hays
","-
","1984
","IEEE Annals of the History of Computing
"
"Eliciting decision-makers' information requirements: application of the rep test methodology
","Gary Grudnitski
","The Univ. of Texas at Austin, Austin
","1984
","Journal of Management Information Systems
"
"Capturing more meaning in databases
","David Maier
","The Oregon Graduate Center, OR
","1984
","Journal of Management Information Systems
"
"Designing financial information systems for auditability
","Abe Lockman;Naftaly Minsky
","Rutgers Univ., Rutgers, NJ;Rutgers Univ., Rutgers, NJ
","1984
","Journal of Management Information Systems
"
"A database architecture for supporting business transactions
","Matthias Jarke;Jacob Shalev
","New York Univ., New York, NY;New York Univ., New York, NY
","1984
","Journal of Management Information Systems
"
"Problems in implementing and operating a manufacturing resource planning information system
","James F. Cox;Steven J. Clark
","Univ. of Georgia, Atlanta;-
","1984
","Journal of Management Information Systems
"
"Writing simple program generators: a case study in building productivity tools
","Morton Norman;Amador Muriel
","Baruch College of the City University of New York, New York, NY;Baruch College of the City University of New York, New York, NY
","1984
","Journal of Management Information Systems
"
"Modelling degrees of item interest for a general database query system
","Neil C. Rowe
","Naval Postgraduate School, Monterey, CA
","1984
","International Journal of Man-Machine Studies
"
"Experimental study of a two-dimensional language vs. FORTRAN for first-course progammers
","Melvin Klerer
","Polytechnic Institute of New York, Brooklyn, NY
","1984
","International Journal of Man-Machine Studies
"
"Rough classification
","Zdzislaw Pawlak
","Polish Academy of Sciences, Warsaw, Poland
","1984
","International Journal of Man-Machine Studies
"
"Expressive power of knowledge representation systems
","Ewa Orlowska;Zdzislaw Pawlak
","Polish Academy of Sciences, Warsaw, Poland;Polish Academy of Sciences, Warsaw, Poland
","1984
","International Journal of Man-Machine Studies
"
